member_id,category,segment,home_market,trip_type,expected_spend,leakage_estimate,arm,outcome_spend,true_te,pred_te_2x_points,pred_te_statement_credit,recommended_arm,predicted_uplift,expected_net_value,true_te_recommended
M00008,transport,gold,Hong Kong,leisure,271.2,0.9709925229085457,statement_credit,298.65889766659103,0.06,0.10226631616348665,0.07932031593367299,2x_points,0.10226631616348665,1.9721549932245095,0.1
M00009,dining,core,Singapore,leisure,5340.75,2101.4581684239765,statement_credit,6442.226108848728,0.15,0.2536007719103411,0.12438818952054118,2x_points,0.2536007719103411,135.8264487096185,0.21999999999999997
M00009,lodging,core,Singapore,leisure,384.19,355.9074047856743,2x_points,419.102138435685,0.1,0.09335450024104944,0.15260791869729995,2x_points,0.09335450024104944,2.382953853713054,0.1
M00009,retail,core,Singapore,leisure,747.64,329.4506852126143,no_offer,845.4557863373909,0.0,0.09129376930971653,0.27899173538901045,statement_credit,0.27899173538901045,13.03024572554877,0.26
M00009,transport,core,Singapore,leisure,155.75,86.35602219860658,no_offer,157.57367957751373,0.0,0.09793112101820872,0.15741911349140456,2x_points,0.09793112101820872,1.0515826518303208,0.1
M00010,dining,core,Hong Kong,business,403.21000000000004,430.62500359298963,statement_credit,458.4869549368859,0.15,0.16313955134851216,0.1512936509790962,2x_points,0.16313955134851216,5.877489819908032,0.16999999999999998
M00010,lodging,core,Hong Kong,leisure,46.07,32.26338742557585,no_offer,45.35997028813345,0.0,0.13563350604590468,0.12216912257002008,2x_points,0.13563350604590468,0.5194862748241793,0.1
M00010,retail,core,Hong Kong,business,543.81,378.75787341165034,no_offer,558.7591433888834,0.0,0.08349464001775114,0.2571703938279949,statement_credit,0.2571703938279949,4.782219824112229,0.26
M00010,transport,core,Hong Kong,leisure,56.88,40.66644078444299,2x_points,66.44693145108336,0.1,0.11392145538119744,0.15875156844127838,2x_points,0.11392145538119744,0.49318228584990126,0.1
M00011,dining,platinum,Singapore,leisure,8097.38,13352.124060259823,statement_credit,9462.883734253955,0.05,0.1809174781154325,0.07292898113453262,2x_points,0.1809174781154325,135.30800827308087,0.27999999999999997
M00011,lodging,platinum,Singapore,leisure,180.28,242.16059145923464,statement_credit,180.38871700121248,0.03,0.11505771704323607,0.09530912781886236,2x_points,0.11505771704323607,1.5877126274265516,0.16
M00011,retail,platinum,Singapore,leisure,1084.81,2820.126224293622,no_offer,1130.4466082970507,0.0,0.13906937057133345,0.2072843508326159,statement_credit,0.2072843508326159,14.983696395207605,0.16
M00011,transport,platinum,Singapore,leisure,1139.83,1636.8709349096964,2x_points,1334.2094576625736,0.16,0.13734731990784585,0.06404350147630918,2x_points,0.13734731990784585,13.087161478067191,0.16
M00012,dining,core,United States,leisure,4559.29,521.4672523286249,2x_points,5429.114213513168,0.21999999999999997,0.23757498044968328,0.11521407797864057,2x_points,0.23757498044968328,107.18433791373238,0.21999999999999997
M00012,lodging,core,United States,leisure,1070.1399999999999,278.52061078544875,statement_credit,1278.2698445174724,0.13,0.09312285889893367,0.10963829725550726,2x_points,0.09312285889893367,6.607839546652585,0.1
M00012,retail,core,United States,leisure,3502.3,717.0280495794041,statement_credit,4699.375005592292,0.26,0.09355742026392168,0.1656597215633496,statement_credit,0.1656597215633496,57.62280513975833,0.26
M00012,transport,core,United States,leisure,538.9,73.07588374450526,no_offer,550.1059791030365,0.0,0.10110811698902453,0.13304888375904603,2x_points,0.10110811698902453,3.843959709446237,0.1
M00014,dining,gold,Singapore,leisure,258.16999999999996,1305.6471974723345,2x_points,336.00947410584774,0.21999999999999997,0.3967628464689801,0.20024890653135075,2x_points,0.3967628464689801,11.001021688747588,0.21999999999999997
M00014,retail,gold,Singapore,leisure,59.77,357.36690582304914,statement_credit,72.4785664308851,0.19,0.15947809863416915,0.19034925221028448,2x_points,0.15947809863416915,0.8449907146437148,0.060000000000000005
M00014,transport,gold,Singapore,leisure,55.69,165.52150909090506,no_offer,59.03827777415046,0.0,0.16010314567280312,0.11765524619164992,2x_points,0.16010314567280312,0.7914873019022085,0.1
M00015,dining,core,Singapore,business,1309.51,146.00485235819923,statement_credit,1525.3978054978181,0.15,0.19724298415418362,0.10213689977311226,2x_points,0.19724298415418362,24.4474492215694,0.16999999999999998
M00015,lodging,core,Singapore,leisure,495.08,143.22760690593392,statement_credit,542.5108697579008,0.13,0.10038086421599225,0.13401052756579276,2x_points,0.10038086421599225,3.488186990726413,0.1
M00015,retail,core,Singapore,business,1010.7,150.06626930717135,statement_credit,1356.7055112528303,0.26,0.09273646945154089,0.22082666205620408,statement_credit,0.22082666205620408,14.782740880824655,0.26
M00015,transport,core,Singapore,business,311.13,78.17548683218894,no_offer,328.83324661927566,0.0,0.0869075427873012,0.15335467362325683,2x_points,0.0869075427873012,1.6890952544895628,0.05
M00017,dining,core,Japan,leisure,107.89,8.752042936938935,statement_credit,133.17778993634388,0.15,0.17988534017919763,0.12117989741438201,2x_points,0.17988534017919763,1.789489522232036,0.21999999999999997
M00018,dining,gold,Singapore,leisure,21.81,57.98099427464419,no_offer,23.099346349168385,0.0,0.4,0.1816547341837361,2x_points,0.4,0.93783,0.21999999999999997
M00018,lodging,gold,Singapore,leisure,22.41,54.55226540742757,no_offer,20.135422674585197,0.0,0.27374632538570154,0.17651750489131396,2x_points,0.27374632538570154,0.6241086182272286,0.1
M00018,retail,gold,Singapore,leisure,92.96,134.23501679176275,statement_credit,113.48155034425143,0.19,0.31334705918022,0.39965032072552964,2x_points,0.31334705918022,3.0306491145671894,0.060000000000000005
M00020,dining,core,Singapore,business,527.21,4.595778436671026,statement_credit,594.9768112607104,0.15,0.21418787887037646,0.1456280057391987,2x_points,0.21418787887037646,10.914588994310142,0.16999999999999998
M00020,lodging,core,Singapore,business,713.61,233.11932336902225,statement_credit,685.7359775237082,0.13,0.09278403835648215,0.12615117138265913,2x_points,0.09278403835648215,4.3773441133883075,0.05
M00020,retail,core,Singapore,business,88.2,0.9310215496805938,no_offer,80.24746777912392,0.0,0.08852687392158284,0.18115175133963124,2x_points,0.08852687392158284,0.49596843358603276,0.010000000000000002
M00020,transport,core,Singapore,business,417.18,1.5234625570084577,statement_credit,525.1426757583856,0.13,0.07217060815747528,0.14114368256909401,2x_points,0.07217060815747528,1.5270761173362644,0.05
M00021,dining,core,United States,leisure,866.47,2.844950962419716,2x_points,1087.4415246695767,0.21999999999999997,0.2434016239464904,0.13534295755044928,2x_points,0.2434016239464904,20.975674612109863,0.21999999999999997
M00021,lodging,core,United States,leisure,158.56,1.1765430460717423,no_offer,177.96350369150164,0.0,0.1035683166518277,0.1528221835823271,2x_points,0.1035683166518277,1.1778150745976559,0.1
M00021,retail,core,United States,leisure,588.67,1.3653373113276643,no_offer,602.8848172213826,0.0,0.08427454969872969,0.2592172524362432,statement_credit,0.2592172524362432,6.3112103989971935,0.26
M00021,transport,core,United States,leisure,342.6,1.4654643551693312,statement_credit,418.29050105347545,0.13,0.08667520035000924,0.147219047587495,2x_points,0.08667520035000924,1.8503908367895798,0.1
M00024,dining,core,United States,business,4023.8999999999996,972.5106750054853,2x_points,4783.766231727542,0.16999999999999998,0.20420699499685455,0.10524908613121763,2x_points,0.20420699499685455,78.48552326014115,0.16999999999999998
M00024,lodging,core,United States,business,497.12,150.2898763753125,statement_credit,496.49045531986326,0.13,0.08881331960321673,0.13717533117656927,2x_points,0.08881331960321673,2.812505292938132,0.05
M00024,retail,core,United States,business,623.8199999999999,246.25716700865559,2x_points,566.2661063907402,0.010000000000000002,0.09645089768427033,0.2692985772969754,statement_credit,0.2692985772969754,8.159260618727902,0.26
M00024,transport,core,United States,leisure,259.45000000000005,58.40170329121041,statement_credit,302.1116037557152,0.13,0.104243984539631,0.16649367972207577,2x_points,0.104243984539631,1.948282214656872,0.1
M00028,dining,platinum,Australia,leisure,3986.72,1534.5569043395972,no_offer,3999.703245838416,0.0,0.2192871087039028,0.07625743303469656,2x_points,0.2192871087039028,84.97475624144279,0.27999999999999997
M00028,lodging,platinum,Australia,business,4536.86,1345.4302846809205,2x_points,5337.580776211107,0.11,0.1472249837694429,0.06441523013357828,2x_points,0.1472249837694429,57.46839678370815,0.11
M00028,retail,platinum,Australia,business,717.11,340.95150565473915,2x_points,798.6424674250103,0.07,0.12360828229841178,0.26517921534081484,statement_credit,0.26517921534081484,10.819520053566205,0.16
M00028,transport,platinum,Australia,leisure,857.8,363.57335495156804,statement_credit,868.5308642127532,0.03,0.11056944354110687,0.07534689062380404,2x_points,0.11056944354110687,7.092576240347377,0.16
M00029,dining,core,Singapore,leisure,1436.95,3.6555845945788406,statement_credit,1621.0097618861996,0.15,0.19666537763461667,0.10265223594744413,2x_points,0.19666537763461667,26.72704772704749,0.21999999999999997
M00029,lodging,core,Singapore,business,102.35,0.2295855598796734,2x_points,97.982866400207,0.05,0.09530539747783001,0.13149451678930896,2x_points,0.09530539747783001,0.6587908918227081,0.05
M00029,retail,core,Singapore,leisure,1651.48,5.776728969553801,statement_credit,2341.518135817534,0.26,0.06628466527494967,0.2148906124362953,statement_credit,0.2148906124362953,30.58650583515515,0.26
M00029,transport,core,Singapore,leisure,366.18,1.0706808129975656,2x_points,413.92828039235445,0.1,0.08360105706488083,0.15365477536336736,2x_points,0.08360105706488083,1.8426642091221674,0.1
M00030,dining,gold,Hong Kong,leisure,5678.42,75.67215687706766,statement_credit,5547.964305701275,0.08,0.22857093442213094,0.10417618433933888,2x_points,0.22857093442213094,127.35851185295803,0.21999999999999997
M00030,lodging,gold,Hong Kong,leisure,318.08,42.91764144674511,no_offer,316.69377564884775,0.0,0.08952038392087111,0.08160045762016473,2x_points,0.08952038392087111,1.8265572461060817,0.1
M00030,retail,gold,Hong Kong,leisure,647.1800000000001,55.23680151512258,no_offer,691.9254917537447,0.0,0.09085310845965504,0.2460871269133729,statement_credit,0.2460871269133729,7.1115200154956035,0.19
M00030,transport,gold,Hong Kong,leisure,179.51,4.218369159554641,statement_credit,164.46187991361901,0.06,0.09877668422057258,0.09343467391030422,2x_points,0.09877668422057258,1.230218310132198,0.1
M00031,dining,platinum,Singapore,business,2492.22,1360.9955108070353,2x_points,2921.856827317666,0.22999999999999998,0.25989369571575616,0.07548007840774551,2x_points,0.25989369571575616,65.2643719604066,0.22999999999999998
M00031,lodging,platinum,Singapore,business,2195.88,1177.698186030058,statement_credit,2386.6333904708467,0.03,0.0974882833897565,0.06998952939125554,2x_points,0.0974882833897565,14.709308607587824,0.11
M00031,retail,platinum,Singapore,business,2952.2799999999997,1646.5178595966065,2x_points,3232.201379987756,0.07,0.0871243581718751,0.16071123866575224,statement_credit,0.16071123866575224,44.935749082575235,0.16
M00031,transport,platinum,Singapore,business,1156.9,920.7154861497625,no_offer,1186.5280278447528,0.0,0.09586192198117244,0.054050053102961855,2x_points,0.09586192198117244,7.523818904802206,0.11
M00032,dining,gold,Singapore,leisure,6882.299999999999,678.065269572612,no_offer,7343.773613498699,0.0,0.1932953752130961,0.08084382405138527,2x_points,0.1932953752130961,125.22651129949091,0.21999999999999997
M00032,lodging,gold,Singapore,leisure,1393.3799999999999,76.27549697511063,no_offer,1401.6748724834524,0.0,0.07680416435171059,0.05171298663407372,2x_points,0.07680416435171059,5.875186382926377,0.1
M00032,retail,gold,Singapore,leisure,8844.77,536.1355682185989,no_offer,8741.853602263767,0.0,0.12165625088926427,0.07146639213288124,2x_points,0.12165625088926427,84.89873698134056,0.060000000000000005
M00032,transport,gold,Singapore,leisure,2396.88,122.93725415977052,statement_credit,2796.578466744177,0.06,0.08537321206018154,0.08018438322672704,2x_points,0.08537321206018154,12.571121342736951,0.1
M00033,dining,core,Australia,business,360.78000000000003,272.419711802565,no_offer,390.5827479343415,0.0,0.16904954233545197,0.16231911762701434,2x_points,0.16904954233545197,5.514863266054124,0.16999999999999998
M00033,lodging,core,Australia,leisure,47.74,83.47447081549717,statement_credit,44.5961436664268,0.13,0.13543302562326995,0.11424518852944705,2x_points,0.13543302562326995,0.5371687171905889,0.1
M00033,retail,core,Australia,business,462.82,452.1324994104539,statement_credit,493.98954851712205,0.26,0.07656605176090145,0.2263101509180651,2x_points,0.07656605176090145,1.9382560091176488,0.010000000000000002
M00033,transport,core,Australia,business,505.63,329.89077438663816,no_offer,518.4020066364034,0.0,0.09022642071542403,0.13868588152716702,2x_points,0.09022642071542403,2.946392212760782,0.05
M00034,dining,platinum,Australia,business,814.42,69.6296768711012,no_offer,811.5019008584784,0.0,0.25295888465037386,0.07140686622013465,2x_points,0.25295888465037386,20.649672980434897,0.22999999999999998
M00034,lodging,platinum,Australia,business,1452.82,74.7403618497417,statement_credit,1417.677796012655,0.03,0.08689350270606813,0.05030551204881765,2x_points,0.08689350270606813,7.884774232171588,0.11
M00034,retail,platinum,Australia,business,935.04,143.01432087225476,no_offer,798.6540519820708,0.0,0.10644113702034608,0.20359472442405063,statement_credit,0.20359472442405063,10.844305335055715,0.16
M00034,transport,platinum,Australia,business,1167.73,56.25534131125772,statement_credit,1321.68770920803,0.03,0.09360425902292205,0.05124651828577699,2x_points,0.09360425902292205,7.277890166660412,0.11
M00037,dining,centurion,Singapore,business,477.22,492.5415651946062,statement_credit,505.3652124666479,0.05,0.19820364492738413,0.08198365626152893,2x_points,0.19820364492738413,8.96430921186955,0.22999999999999998
M00037,lodging,centurion,Singapore,business,654.94,459.6011291268731,2x_points,656.7606679501404,0.11,0.08884345984689983,0.07087441546420477,2x_points,0.08884345984689983,3.7077562710554286,0.11
M00037,retail,centurion,Singapore,business,112.92,289.3399936318766,statement_credit,144.81643163726653,0.16,0.09021092871237127,0.16826007385507447,2x_points,0.09021092871237127,0.6577941684241158,0.07
M00037,transport,centurion,Singapore,business,154.34,121.30310735682052,no_offer,150.97246042886147,0.0,0.07935481787201186,0.11322544620904797,2x_points,0.07935481787201186,0.6980147108439572,0.11
M00040,dining,core,Singapore,leisure,163.95,1.061756657162789,no_offer,154.21849867115307,0.0,0.19931157663496116,0.15104608584822324,2x_points,0.19931157663496116,3.1015059587162255,0.21999999999999997
M00040,lodging,core,Singapore,leisure,80.56,0.4827211565816469,2x_points,87.09333190795091,0.1,0.11114060508564615,0.1513780205811863,2x_points,0.11114060508564615,0.6716184574839583,0.1
M00040,retail,core,Singapore,leisure,231.55,1.0719185938066005,statement_credit,288.59938376577554,0.26,0.0740437367768877,0.21020038672226896,2x_points,0.0740437367768877,0.8996292700826016,0.060000000000000005
M00040,transport,core,Singapore,leisure,82.67,0.676427018032129,statement_credit,83.77059164829932,0.13,0.1101384551376413,0.15263055663211064,2x_points,0.1101384551376413,0.6792675303474568,0.1
M00041,dining,platinum,Singapore,business,534.96,314.994170268238,statement_credit,527.0704476287949,0.05,0.21152632887320447,0.07711629744078222,2x_points,0.21152632887320447,10.904174987281138,0.22999999999999998
M00041,lodging,platinum,Singapore,leisure,158.47,3.583780538052025,no_offer,142.22221186069822,0.0,0.12145526966471597,0.11028340335365662,2x_points,0.12145526966471597,1.517291990052105,0.16
M00041,retail,platinum,Singapore,leisure,618.2,274.28564968950775,2x_points,705.1874545160531,0.12,0.12092425160748689,0.2322864866919324,2x_points,0.12092425160748689,5.879644681249808,0.12
M00041,transport,platinum,Singapore,leisure,341.39,257.1694815497614,statement_credit,339.413692627822,0.03,0.10179502829692857,0.09101980028722087,2x_points,0.10179502829692857,2.4632665652346137,0.16
M00042,dining,core,Singapore,business,1175.47,235.02729588904663,2x_points,1398.0889702294419,0.16999999999999998,0.21470586115302356,0.1145890552310159,2x_points,0.21470586115302356,24.408285833145353,0.16999999999999998
M00042,lodging,core,Singapore,business,66.38,16.50360041481813,2x_points,62.927207338249765,0.05,0.11436712248248086,0.14135402965148877,2x_points,0.11436712248248086,0.5791027508464495,0.05
M00042,retail,core,Singapore,business,319.57,60.92142959068776,statement_credit,384.5475215836891,0.26,0.05325173062808205,0.22207763190671237,2x_points,0.05325173062808205,0.44426866681794164,0.010000000000000002
M00042,transport,core,Singapore,business,37.68,37.03086346691556,statement_credit,45.77005776106849,0.13,0.20171110485308003,0.14321018180644812,2x_points,0.20171110485308003,0.7236569317036866,0.05
M00043,dining,core,Japan,leisure,5594.01,1908.3354078147293,2x_points,6911.584887977101,0.21999999999999997,0.25627359510191405,0.11969507629712482,2x_points,0.25627359510191405,144.061596448327,0.21999999999999997
M00043,lodging,core,Japan,leisure,562.92,198.2731197783845,statement_credit,669.178420618745,0.13,0.09703333181224334,0.20970334876255162,2x_points,0.09703333181224334,3.740040377249762,0.1
M00043,retail,core,Japan,leisure,901.11,372.7491416674191,statement_credit,1080.2225891296553,0.26,0.08276334949439314,0.2779164350895811,statement_credit,0.2779164350895811,18.051993458828687,0.26
M00043,transport,core,Japan,leisure,417.32,167.29194260611285,statement_credit,442.6363278277921,0.13,0.08779114854404724,0.255132931156139,2x_points,0.08779114854404724,2.3098402532482156,0.1
M00045,dining,core,Singapore,leisure,344.96,390.2649656223432,2x_points,455.92669214242585,0.21999999999999997,0.17981092538596413,0.15350545684262315,2x_points,0.17981092538596413,5.718509218537061,0.21999999999999997
M00045,lodging,core,Singapore,business,157.88,104.8479196452319,statement_credit,184.33506429978277,0.13,0.09707279931590518,0.15285490955723433,2x_points,0.09707279931590518,1.049702426719413,0.05
M00045,retail,core,Singapore,leisure,90.92,0.9711702412017188,2x_points,97.20442545358915,0.060000000000000005,0.08273362885728718,0.17734139848663552,2x_points,0.08273362885728718,0.448056984284546,0.060000000000000005
M00045,transport,core,Singapore,leisure,71.64,0.4696567868769676,2x_points,81.32384215085627,0.1,0.11254163529351023,0.1459217693111605,2x_points,0.11254163529351023,0.6092979302912487,0.1
M00046,dining,platinum,Japan,business,648.6800000000001,258.1571933654737,no_offer,688.1455128360749,0.0,0.22928155091480434,0.06986670889609209,2x_points,0.22928155091480434,14.604242773689833,0.22999999999999998
M00046,lodging,platinum,Japan,business,596.99,195.16129713768566,no_offer,651.1972836260843,0.0,0.10306248182751801,0.07428437073007589,2x_points,0.10306248182751801,4.398322523145197,0.11
M00046,retail,platinum,Japan,business,343.93,116.62873377038642,2x_points,385.7072693601697,0.07,0.06783183868815472,0.19840039312746507,2x_points,0.06783183868815472,1.0798785136020461,0.07
M00046,transport,platinum,Japan,business,428.59,150.31694350615436,2x_points,464.1533369676861,0.11,0.08412431341302413,0.08433498313477113,2x_points,0.08412431341302413,2.1836307382825613,0.11
M00047,dining,gold,Australia,leisure,1776.51,285.57056829355906,statement_credit,1736.0392699769575,0.08,0.2257092275747713,0.09010220246256276,2x_points,0.2257092275747713,39.23441398546283,0.21999999999999997
M00047,lodging,gold,Australia,leisure,194.64000000000001,86.89628115613056,no_offer,188.74118093489784,0.0,0.12898456592743335,0.0885991426166412,2x_points,0.12898456592743335,2.039466709453875,0.1
M00047,retail,gold,Australia,leisure,3091.28,487.52473915298424,no_offer,3221.007381385047,0.0,0.08238708032342869,0.17390703189445952,statement_credit,0.17390703189445952,52.51143954656459,0.19
M00047,transport,gold,Australia,leisure,501.84000000000003,119.42355115554989,no_offer,488.8786339108735,0.0,0.10464437631780249,0.07379462397829056,2x_points,0.10464437631780249,3.79256805735912,0.1
M00048,dining,gold,Singapore,business,4121.16,946.6279173872131,no_offer,4187.485598380424,0.0,0.20575656550343818,0.0772980133029103,2x_points,0.20575656550343818,81.1488872988179,0.16999999999999998
M00048,lodging,gold,Singapore,business,7113.860000000001,2230.0103146870656,2x_points,6085.027864204233,0.05,0.17238773986090397,0.08948492361634251,2x_points,0.17238773986090397,111.59176965042684,0.05
M00048,retail,gold,Singapore,business,2754.1899999999996,1254.9060412259319,statement_credit,3154.8237823585596,0.19,0.07593967221121073,0.1768543489561295,statement_credit,0.1768543489561295,46.45085752217787,0.19
M00048,transport,gold,Singapore,business,1563.38,581.2297509230963,no_offer,1684.6765105890122,0.0,0.08085598580433215,0.06419766338399335,2x_points,0.08085598580433215,7.352135730413217,0.05
M00049,dining,core,Australia,leisure,1851.82,183.32369912153067,2x_points,2264.2767686415737,0.21999999999999997,0.22716791215412852,0.14533228018731456,2x_points,0.22716791215412852,41.22178997023099,0.21999999999999997
M00049,lodging,core,Australia,leisure,23.68,51.75657176312708,2x_points,28.034623678124802,0.1,0.2970509878519338,0.22010661378913443,2x_points,0.2970509878519338,0.725700087080055,0.1
M00049,retail,core,Australia,leisure,904.04,137.18338511163697,statement_credit,1233.897290801926,0.26,0.08285952987664226,0.2363089244348975,statement_credit,0.2363089244348975,13.635926405534967,0.26
M00049,transport,core,Australia,leisure,356.82,80.95814573302577,no_offer,347.51028017013607,0.0,0.08889647178742095,0.16376521106786843,2x_points,0.08889647178742095,2.022304687582505,0.1
M00051,dining,core,Hong Kong,leisure,3234.16,108.34231622241128,2x_points,3864.1985587009453,0.21999999999999997,0.2076531520622764,0.12057350414441477,2x_points,0.2076531520622764,64.41922219284783,0.21999999999999997
M00051,lodging,core,Hong Kong,leisure,1126.21,40.833353937606375,2x_points,1145.6908112744857,0.1,0.07033277348794509,0.10394455834334061,2x_points,0.07033277348794509,3.8740867395830367,0.1
M00051,retail,core,Hong Kong,leisure,1634.17,49.174526508123336,statement_credit,2227.5690696019974,0.26,0.06531832125733732,0.21537313619154966,statement_credit,0.21537313619154966,30.234758156417364,0.26
M00051,transport,core,Hong Kong,leisure,1163.81,33.61092777684175,no_offer,1257.743272141215,0.0,0.0705192528339676,0.10134927541163766,2x_points,0.0705192528339676,4.029471396883978,0.1
M00052,dining,gold,Hong Kong,leisure,486.82,2.294087451925293,statement_credit,576.8926476419273,0.08,0.20367066251121768,0.07382435091911718,2x_points,0.20367066251121768,9.464014230845319,0.21999999999999997
M00052,lodging,gold,Hong Kong,leisure,29.69,0.2615716789536719,no_offer,28.49388242242156,0.0,0.21092147175101839,0.17500177276000156,2x_points,0.21092147175101839,0.6030210195545284,0.1
M00052,retail,gold,Hong Kong,leisure,142.88,0.5204360201496172,no_offer,139.05962444730275,0.0,0.07476024964310699,0.17367435117015015,2x_points,0.07476024964310699,0.5674093362808549,0.060000000000000005
M00052,transport,gold,Hong Kong,leisure,384.83,1.048297206180223,statement_credit,423.4035068148437,0.06,0.08469464279489877,0.08734171269516189,2x_points,0.08469464279489877,1.987014726411307,0.1
M00053,dining,core,United States,business,968.05,79.86871661149382,no_offer,941.169240289594,0.0,0.22406582610385167,0.1270837505213783,2x_points,0.22406582610385167,21.18858075518003,0.16999999999999998
M00053,lodging,core,United States,business,744.96,58.25826773410222,2x_points,762.8574554242621,0.05,0.0768159595451332,0.1174755872618057,2x_points,0.0768159595451332,3.142178066729092,0.05
M00053,retail,core,United States,business,314.89,36.848223745988264,no_offer,301.61283041292575,0.0,0.05077905506839964,0.2234349002180671,2x_points,0.05077905506839964,0.34432799805860337,0.010000000000000002
M00053,transport,core,United States,business,207.82,21.59505177374669,2x_points,213.58359802962198,0.05,0.09402025092731096,0.14620528083572376,2x_points,0.09402025092731096,1.3056146257256516,0.05
